Id,Name,Description,Category,Density,ECI_A1A3
2223,Concrete - 40% pfa cement replacement - with total cementitious content of 360 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,215.4692017
2224,Concrete - 40% pfa cement replacement - with total cementitious content of 380 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,225.757726
2225,Concrete - 40% pfa cement replacement - with total cementitious content of 400 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,236.0462503
2226,Concrete - 40% pfa cement replacement - with total cementitious content of 420 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,246.3347745
2227,Concrete - 40% pfa cement replacement - with total cementitious content of 440 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,256.6232988
2228,Concrete - 40% pfa cement replacement - with total cementitious content of 460 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,266.9118231
2229,Concrete - 40% pfa cement replacement - with total cementitious content of 480 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,277.2003473
2230,Concrete - 40% pfa cement replacement - with total cementitious content of 500 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,287.4888716
2231,Concrete - 50% ggbs cement replacement - with total cementitious content of 100 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,76.79923271
2232,Concrete - 50% ggbs cement replacement - with total cementitious content of 120 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,86.10392628
2233,Concrete - 50% ggbs cement replacement - with total cementitious content of 140 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,95.40861985
2234,Concrete - 50% ggbs cement replacement - with total cementitious content of 160 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,104.7133134
2235,Concrete - 50% ggbs cement replacement - with total cementitious content of 180 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,114.018007
2236,Concrete - 50% ggbs cement replacement - with total cementitious content of 200 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,123.3227006
2237,Concrete - 50% ggbs cement replacement - with total cementitious content of 220 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,132.6273941
2238,Concrete - 50% ggbs cement replacement - with total cementitious content of 240 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,141.9320877
2239,Concrete - 50% ggbs cement replacement - with total cementitious content of 260 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,151.3903755
2240,Concrete - 50% ggbs cement replacement - with total cementitious content of 280 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,160.8722932
2241,Concrete - 50% ggbs cement replacement - with total cementitious content of 300 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,170.3778407
2242,Concrete - 50% ggbs cement replacement - with total cementitious content of 320 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,179.9070181
2243,Concrete - 50% ggbs cement replacement - with total cementitious content of 340 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,189.4598254
2244,Concrete - 50% ggbs cement replacement - with total cementitious content of 360 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,198.8235937
2245,Concrete - 50% ggbs cement replacement - with total cementitious content of 380 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,208.187362
2246,Concrete - 50% ggbs cement replacement - with total cementitious content of 400 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,217.5511303
2247,Concrete - 50% ggbs cement replacement - with total cementitious content of 420 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,226.9148985
2248,Concrete - 50% ggbs cement replacement - with total cementitious content of 440 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,236.2786668
2249,Concrete - 50% ggbs cement replacement - with total cementitious content of 460 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,245.6424351
2250,Concrete - 50% ggbs cement replacement - with total cementitious content of 480 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,255.0062033
2251,Concrete - 50% ggbs cement replacement - with total cementitious content of 500 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,264.3699716
2252,Concrete - 70% ggbs cement replacement - with total cementitious content of 100 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,61.44319271
2253,Concrete - 70% ggbs cement replacement - with total cementitious content of 120 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,67.67667828
2254,Concrete - 70% ggbs cement replacement - with total cementitious content of 140 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,73.91016385
2255,Concrete - 70% ggbs cement replacement - with total cementitious content of 160 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,80.14364943
2256,Concrete - 70% ggbs cement replacement - with total cementitious content of 180 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,86.377135
2257,Concrete - 70% ggbs cement replacement - with total cementitious content of 200 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,92.61062057
2258,Concrete - 70% ggbs cement replacement - with total cementitious content of 220 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,98.84410614
2259,Concrete - 70% ggbs cement replacement - with total cementitious content of 240 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,105.0775917
2260,Concrete - 70% ggbs cement replacement - with total cementitious content of 260 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,111.4646715
2261,Concrete - 70% ggbs cement replacement - with total cementitious content of 280 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,117.8753812
2262,Concrete - 70% ggbs cement replacement - with total cementitious content of 300 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,124.3097207
2263,Concrete - 70% ggbs cement replacement - with total cementitious content of 320 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,130.7676901
2264,Concrete - 70% ggbs cement replacement - with total cementitious content of 340 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,137.2492894
2265,Concrete - 70% ggbs cement replacement - with total cementitious content of 360 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,143.5418497
2266,Concrete - 70% ggbs cement replacement - with total cementitious content of 380 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,149.83441
2267,Concrete - 70% ggbs cement replacement - with total cementitious content of 400 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,156.1269703
2268,Concrete - 70% ggbs cement replacement - with total cementitious content of 420 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,162.4195305
2269,Concrete - 70% ggbs cement replacement - with total cementitious content of 440 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,168.7120908
2270,Concrete - 70% ggbs cement replacement - with total cementitious content of 460 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,175.0046511
2271,Concrete - 70% ggbs cement replacement - with total cementitious content of 480 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,181.2972113
2272,Concrete - 70% ggbs cement replacement - with total cementitious content of 500 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,187.5897716
2273,Concrete - average UK cement replacement rate - with total cementitious content of 100 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,112.0785327
2274,Concrete - average UK cement replacement rate - with total cementitious content of 120 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,128.4390863
2275,Concrete - average UK cement replacement rate - with total cementitious content of 140 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,144.7996399
2276,Concrete - average UK cement replacement rate - with total cementitious content of 160 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,161.1601934
2277,Concrete - average UK cement replacement rate - with total cementitious content of 180 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,177.520747
2278,Concrete - average UK cement replacement rate - with total cementitious content of 200 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,193.8813006
2279,Concrete - average UK cement replacement rate - with total cementitious content of 220 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,210.2418541
2280,Concrete - average UK cement replacement rate - with total cementitious content of 240 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,226.6024077
2281,Concrete - average UK cement replacement rate - with total cementitious content of 260 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,243.1165555
2282,Concrete - average UK cement replacement rate - with total cementitious content of 280 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,259.6543332
2283,Concrete - average UK cement replacement rate - with total cementitious content of 300 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,276.2157407
2284,Concrete - average UK cement replacement rate - with total cementitious content of 320 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,292.8007781
2285,Concrete - average UK cement replacement rate - with total cementitious content of 340 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,309.4094454
2286,Concrete - average UK cement replacement rate - with total cementitious content of 360 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,325.8290737
2287,Concrete - average UK cement replacement rate - with total cementitious content of 380 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,342.248702
2288,Concrete - average UK cement replacement rate - with total cementitious content of 400 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,358.6683303
2289,Concrete - average UK cement replacement rate - with total cementitious content of 420 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,375.0879585
2290,Concrete - average UK cement replacement rate - with total cementitious content of 440 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,391.5075868
2291,Concrete - average UK cement replacement rate - with total cementitious content of 460 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,407.9272151
2292,Concrete - average UK cement replacement rate - with total cementitious content of 480 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,424.3468433
2293,Concrete - average UK cement replacement rate - with total cementitious content of 500 kg per m3 of concrete," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,440.7664716
2294,1:1:2 cement:sand:aggregate with Ordinary Portland Cement (OPC) - CEM I,"Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,459.017761
2295,1:1.5:3 cement:sand:aggregate with Ordinary Portland Cement (OPC) - CEM I,"Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,342.0552766
2296,1:2:4 cement:sand:aggregate with Ordinary Portland Cement (OPC) - CEM I,"Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,275.0848218
2297,1:2.5:5 cement:sand:aggregate with Ordinary Portland Cement (OPC) - CEM I,"Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,231.6986468
2298,1:3:6 cement:sand:aggregate with Ordinary Portland Cement (OPC) - CEM I,"Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,203.0059285
2299,1:4:8 cement:sand:aggregate with Ordinary Portland Cement (OPC) - CEM I,"Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,163.6324362
2300,1:1:2 cement:sand:aggregate with UK average cement replacement rate,"Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,443.3761329
2301,1:1.5:3 cement:sand:aggregate with UK average cement replacement rate,"Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,330.6649627
2302,1:2:4 cement:sand:aggregate with UK average cement replacement rate,"Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,266.1287282
2303,1:2.5:5 cement:sand:aggregate with UK average cement replacement rate,"Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,224.3195398
2304,1:3:6 cement:sand:aggregate with UK average cement replacement rate,"Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,196.6779764
2305,1:4:8 cement:sand:aggregate with UK average cement replacement rate,"Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2380,158.7401208
2306,"precast concrete pipe, DN600 unreinforced per kg","per kg pipe. Not including installation, such as bedding materials. Modelled with 17% cement (24% cement replacement rate) content. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2350,0.13843227
2307,"precast concrete pipe, DN600 unreinforced","per m pipe. Not including installation, such as bedding materials. Modelled with 17% cement (24% cement replacement rate) content. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2350,67.55494794
2308,"precast concrete paving (Blocks, Slabs, Channels and Kerbs)"," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2350,0.12288694
2309,"concrete block, medium density solid, average strength, per kg"," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1425,0.085241928
2310,"concrete block, high density solid, average strength, per kg"," Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1950,0.085241928
2311,precast concrete beams and columns -steel reinforced with world average steel,"includes steel reinforcement, 100 kg rebar per m3 concrete. Assuming world average steel rebar. Steel rebar in Europe is considered to have a notably lower embodied carbon. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2400,0.235777197
2312,"precast hollowcore concrete flooring, 150mm, prestressed steel reinforced with world average steel","includes steel reinforcement, 2.77 kg rebar per 1 m2 of 150mm slab. Assuming world average steel. teel rebar in Europe is considered to have a notably lower embodied carbon. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2000,53.49895472
2313,AAC concrete block,"Based upon IBU EPD number, EPD-BPC-20170093-CCD1-EN, produced by British Precast.",Concrete,600,0.28
2314,"concrete block, solid, medium density, average strength, 75 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1409.44327,0.852419281
2315,"concrete block, solid, medium density, average strength, 90 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1350.716467,0.980282174
2316,"concrete block, solid, medium density, average strength, 100 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1458.773784,1.176338608
2317,"concrete block, solid, medium density, average strength, 140 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1457.263667,1.645169213
2318,"concrete block, solid, medium density, average strength, 190 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1363.080004,2.08842724
2319,"concrete block, solid, high density, average strength, 75 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2015.503876,1.218959572
2320,"concrete block, solid, high density, average strength, 90 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2020.20202,1.466161164
2321,"concrete block, solid, high density, average strength, 100 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1987.315011,1.602548249
2322,"concrete block, solid, high density, average strength, 140 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2008.45666,2.267435289
2323,"concrete block, solid, high density, average strength, 190 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2000.111272,3.064447317
2324,"concrete block, solid, high density, average strength, 215 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1991.248341,3.45229809
2325,"concrete block, cellular, high density, average strength, 100 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1564.48203,1.261580537
2326,"concrete block, cellular, high density, average strength, 140 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1608.275445,1.81565307
2327,"concrete block, hollowcore, high density, average strength, 140 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1479.915433,1.670741792
2328,"concrete block, hollowcore, high density, average strength, 190 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1307.444086,2.003185311
2329,"concrete block, hollowcore, high density, average strength, 215 mm thickness, 440 mm length, 215 mm width.","Assumes 84.7% aggregates, 8% cement, 5% PFA and 2.3% water. Stated as average UK concrete block mixture in EPD number EPD-BPC-20170092-CCD1-EN. EPD from the UK Concrete Block Association (CBA), a product group of British Precast. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1278.332268,2.216290132
2330,"AAC concrete block, average strength, 100 mm thickness, 440 mm length, 215 mm width.","Density 600 kg per m3. Average UK mixture of 61% pfa aggregate, 14% other aggregates, 14% cement, 8% quicklime, 3% water. Also contains small amounts of aluminium powder as the expansion agent. These results are based upon an EPD, number EPD-BPC-20170093-CCD1-EN, produced by Aircrete Products Association (APA) a product group of British Precast. ",Concrete,600,1.58928
2331,"AAC concrete block, average strength, 140 mm thickness, 440 mm length, 215 mm width.","Density 600 kg per m3. Average UK mixture of 61% pfa aggregate, 14% other aggregates, 14% cement, 8% quicklime, 3% water. Also contains small amounts of aluminium powder as the expansion agent. These results are based upon an EPD, number EPD-BPC-20170093-CCD1-EN, produced by Aircrete Products Association (APA) a product group of British Precast. ",Concrete,600,2.224992
2332,"AAC concrete block, average strength, 150 mm thickness, 440 mm length, 215 mm width.","Density 600 kg per m3. Average UK mixture of 61% pfa aggregate, 14% other aggregates, 14% cement, 8% quicklime, 3% water. Also contains small amounts of aluminium powder as the expansion agent. These results are based upon an EPD, number EPD-BPC-20170093-CCD1-EN, produced by Aircrete Products Association (APA) a product group of British Precast. ",Concrete,600,2.38392
2333,"AAC concrete block, average strength, 215 mm thickness, 440 mm length, 215 mm width.","Density 600 kg per m3. Average UK mixture of 61% pfa aggregate, 14% other aggregates, 14% cement, 8% quicklime, 3% water. Also contains small amounts of aluminium powder as the expansion agent. These results are based upon an EPD, number EPD-BPC-20170093-CCD1-EN, produced by Aircrete Products Association (APA) a product group of British Precast. ",Concrete,600,3.416952
2334,"75 mm thickness wall, single skin concrete block, solid, medium density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1473.333333,10.10700927
2335,"90 mm thickness wall, single skin concrete block, solid, medium density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1417.777778,11.70220148
2336,"100 mm thickness wall, single skin concrete block, solid, medium density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1520,13.87380803
2337,"140 mm thickness wall, single skin concrete block, solid, medium density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1518.571429,19.40628285
2338,"190 mm thickness wall, single skin concrete block, solid, medium density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1429.473684,24.89407409
2339,"75 mm thickness wall, single skin concrete block, solid, high density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2046.666667,13.77241218
2340,"90 mm thickness wall, single skin concrete block, solid, high density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2051.111111,16.56099139
2341,"100 mm thickness wall, single skin concrete block, solid, high density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2020,18.13590443
2342,"140 mm thickness wall, single skin concrete block, solid, high density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2040,25.62894361
2343,"190 mm thickness wall, single skin concrete block, solid, high density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2032.105263,34.65427486
2344,"215 mm thickness wall, single skin concrete block, solid, high density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,2023.72093,39.06038808
2345,"100 mm thickness wall, single skin concrete block, cellular, high density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1620,14.72622731
2346,"140 mm thickness wall, single skin concrete block, cellular, high density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1661.428571,21.11112141
2347,"140 mm thickness wall, single skin concrete block, hollowcore, high density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1540,19.66200864
2348,"190 mm thickness wall, single skin concrete block, hollowcore, high density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. Estimated from ICE Cement, Mortar, Concrete model.",Concrete,1376.842105,24.0416548
2349,"215 mm thickness wall, single skin concrete block, hollowcore, high density, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. ",Concrete,1349.302326,26.70030849
2350,"100 mm thickness wall, single skin AAC concrete block, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. ",Concrete,707.6,18.00322194
2351,"140 mm thickness wall, single skin AAC concrete block, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. ",Concrete,707.6,25.20451072
2352,"150 mm thickness wall, single skin AAC concrete block, average strength, inc. mortar,  Not inc. construction waste","block size 440 mm length, 215 mm width. Mortar type Mortar or screed (1:4 cement:sand mix) (Using CEM I cement). Doesn't include any material waste rate. ",Concrete,707.6,27.00483291
